Location,Site,Management,Treatment,predmite_B,prednem_B,coll_B,orib_B,detmite_B,plantfeed_B,ppnnem_B,omninem_B,fungnem_B,bactnem_B,fungi_B,bact_B,roots_B,predmite_M,prednem_M,coll_M,orib_M,detmite_M,plantfeed_M,ppnnem_M,omninem_M,fungnem_M,bactnem_M,predmite_met,prednem_met,coll_M_met,orib_M_met,detmite_met,plantfeed_met,ppnnem_met,omninem_met,fungnem_met,bactnem_met,fungi_met,bact_met,root_met,group_id
Sc,S1,Ex,C,42.86682068073031,80.13439874457508,331.92301463456715,63.6384429210509,14.871183234597773,23.014858958390032,1798.8330799338983,754.8281353233865,58.17815711946918,1248.1228228757657,128729.66577824553,43938.393920285605,1912236.0309195842,0.0142257136197183,0.00404,0.0606259828100775,0.01086554699818842,0.001990875,0.028540780984375,0.00449,0.00692,0.000522,0.00219,0.01509504156854906,0.02133317003951489,0.02543297199938466,0.008263723151678143,0.0162512489103246,0.03049895553027364,0.02058075502269962,0.01776597256067939,0.04277766628011068,0.02627084608984046,1,1,1,Sc_S1_Ex_C
Sc,S1,In,C,88.94352621242753,105.34655078681219,318.6553705669298,54.61205716914127,6.6409615017488015,3.36744408537866,2022.207262303926,918.242445576046,86.62489009586584,1701.186531097327,90749.50281601818,70549.97870592066,340617.0430075516,0.0275747692631579,0.00404,0.05561585395555554,0.01046151448780487,0.000959963,0.006611961,0.00449,0.00692,0.000522,0.00219,0.01204825497033295,0.02096566216946067,0.02505675807487819,0.008050080046175377,0.02036503445401521,0.04187118554978739,0.0202262090537466,0.01745991702729531,0.04204073271649244,0.02581827656205265,1,1,1,Sc_S1_In_C
Sc,S2,Ex,C,37.08729040546664,74.68952083873985,371.72324335734294,155.14963359207135,30.249338624920444,19.453954124244692,1780.2843404084715,764.3572576334046,56.37347190913866,743.8560500513445,232238.90232258884,72067.479397645,1732963.903020872,0.01344382604761905,0.00404,0.06536210879664177,0.01068896818201754,0.001990875,0.0286483122,0.00449,0.00692,0.000522,0.00219,0.01536148625317552,0.02133317003951489,0.02497588422494995,0.00830725032085197,0.0162512489103246,0.03047131501300594,0.02058075502269962,0.01776597256067939,0.04277766628011068,0.02627084608984046,1,1,1,Sc_S2_Ex_C
Sc,S2,In,C,401.51892295179897,73.21531476542081,258.98672219629833,54.13818703463095,5.777969850935943,3.3674440853786596,1586.0786788008647,599.615874254399,39.80874186608936,1264.8521905313828,115860.13220758463,73695.42896773925,1577594.7255086561,0.0637660748384615,0.00404,0.05378568883486241,0.01063000816666667,0.000959963,0.006611961,0.00449,0.00692,0.000522,0.00219,0.009294737304894772,0.02096566216946067,0.02525972322292698,0.008008945519914828,0.02036503445401521,0.04187118554978739,0.0202262090537466,0.01745991702729531,0.04204073271649244,0.02581827656205265,1,1,1,Sc_S2_In_C
Sc,S3,Ex,C,45.395513713286924,236.26035434885048,538.2437567882913,220.30495772342832,39.12135135010656,26.99633243161375,1254.0789638006324,1108.6221444932237,27.207923637101914,769.7142393182031,113176.81827529384,86197.89174939111,2306634.712296748,0.01125901676744186,0.00404,0.06470443745535714,0.01422140623424656,0.001990875,0.02891300442307691,0.00449,0.00692,0.000522,0.00219,0.01622828860344937,0.02133317003951489,0.02503685667806591,0.007580486607205648,0.0162512489103246,0.03040382189167592,0.02058075502269962,0.01776597256067939,0.04277766628011068,0.02627084608984046,1,1,1,Sc_S3_Ex_C
Sc,S3,In,C,77.80590733659831,107.00368754076209,345.1769661568164,77.05310049241606,25.30084105880985,6.73488817075732,454.115240012565,628.3138306116505,31.96433974229514,1991.0164093067551,70055.50123388159,69361.1893179039,645379.66043536,0.03216242985454544,0.00404,0.05495297741891891,0.01156382744155845,0.000959963,0.006611961,0.00449,0.00692,0.000522,0.00219,0.01148780883621469,0.02096566216946067,0.0251293008452561,0.007795618223629524,0.02036503445401521,0.04187118554978739,0.0202262090537466,0.01745991702729531,0.04204073271649244,0.02581827656205265,1,1,1,Sc_S3_In_C
Sc,S4,Ex,C,63.97079802512217,138.4892858658093,374.92636889787747,151.13075700339618,5.238712275824214,40.23623518307496,1398.1088925978638,568.6192376604395,41.47717195268151,992.7216433144466,113431.85310154497,84942.38527118943,657331.135628608,0.01395626313333335,0.00404,0.05662816952724362,0.01056657142284866,0.001990875,0.02788364577777778,0.00449,0.00692,0.000522,0.00219,0.01518465037131558,0.02133317003951489,0.02585473879779515,0.00833798263831809,0.0162512489103246,0.03067072600309899,0.02058075502269962,0.01776597256067939,0.04277766628011068,0.02627084608984046,1,1,1,Sc_S4_Ex_C
Sc,S4,In,C,58.516768645618555,220.87265591931634,195.39610648288058,87.57701034822252,4.277919985789105,6.246495975295539,4327.513017222868,1548.17825445323,170.52745843377542,3562.911994069787,137858.40271920714,91085.45597335261,956118.0154597921,0.03133565633333329,0.00404,0.04343313485849054,0.01213814524999999,0.000959963,0.009198724625000005,0.00449,0.00692,0.000522,0.00219,0.01158078013189071,0.02096566216946067,0.02659586476503023,0.007675401098779451,0.02036503445401521,0.03866708591723388,0.0202262090537466,0.01745991702729531,0.04204073271649244,0.02581827656205265,1,1,1,Sc_S4_In_C
Sc,S5,Ex,C,31.52316157089238,156.71779015925773,148.6451440579024,38.18356870225872,17.65953009108483,27.55119722813863,4232.927600777607,844.4424344941993,36.108998149071176,1619.0563021604048,69178.44287999289,78303.44144194697,573670.809275876,0.01160542181355932,0.00404,0.0522741596153846,0.01232437180714285,0.001990875,0.03245798955357143,0.00449,0.00692,0.000522,0.00219,0.01607679151900579,0.02133317003951489,0.02635830382481242,0.007936574541973324,0.0162512489103246,0.02956772177251555,0.02058075502269962,0.01776597256067939,0.04277766628011068,0.02627084608984046,1,1,1,Sc_S5_Ex_C
Sc,S5,In,C,113.34485080608705,218.1840360838262,491.86540178412514,35.01148536474378,7.415061308701122,8.637155669750626,2908.074013823218,1615.7510275513253,105.52820297695501,2046.738469765187,111210.48094550312,96532.31193151993,382447.2061839167,0.02119543753658537,0.00404,0.06230809406451612,0.01044226188732394,0.000959963,0.0169590155,0.00449,0.00692,0.000522,0.00219,0.01307049737741835,0.02096566216946067,0.02437964329403058,0.008054835878806683,0.02036503445401521,0.03336463284574914,0.0202262090537466,0.01745991702729531,0.04204073271649244,0.02581827656205265,1,1,1,Sc_S5_In_C
Yo,S1,Ex,C,78.1609568805019,160.74226513313585,794.3321678942607,128.73131011151767,5.78008358677056,18.422087188096008,2069.6972975427834,1011.5061958443116,23.93501995057027,1939.492523497109,91442.19090138968,91717.5123451092,1159293.093744996,0.02331169822151898,0.00404,0.05922788219541136,0.02022106690666666,0.000752431,0.0149675932173913,0.00449,0.00692,0.000522,0.00219,0.01375659073338108,0.02244139399840924,0.0283808377354566,0.007572099050453372,0.02415142794488987,0.0395416807086558,0.02164989222856468,0.0186888863333787,0.0449998974154457,0.0276355743980694,1,1,1,Yo_S1_Ex_C
Yo,S1,In,C,116.07632720407308,132.80767413798117,302.93312066175537,140.21946953030582,6.235940352615182,91.21916618625767,1051.0952397741585,1007.4512501804738,66.16159508381277,1781.5843255176096,62655.776884741244,89158.18044000614,1099535.71777876,0.02580173609433968,0.00404,0.03660355640000002,0.03933146922916668,0.001042063,0.04672393408,0.00449,0.00692,0.000522,0.00219,0.01277831046583934,0.02165351285607676,0.02961622894302627,0.00565361837463244,0.02064616280270621,0.02792342859097884,0.02088979943657386,0.01803274968187175,0.04342002360800578,0.02666533396080829,1,1,1,Yo_S1_In_C
Yo,S2,Ex,C,77.4500763393375,63.27249424172169,754.2708164787025,242.1609202198615,8.91834092343504,23.685638608915202,763.3326540482993,808.6298916540326,42.9787590306145,1389.097494249879,41796.37271252871,64173.104871870695,1918211.768516208,0.02389716517253521,0.00404,0.06439162108333334,0.01881403023255814,0.000752431,0.02224230735714286,0.00449,0.00692,0.000522,0.00219,0.01365138107535209,0.02244139399840924,0.02781456924207419,0.007749240038325353,0.02415142794488987,0.03594002263256007,0.02164989222856468,0.0186888863333787,0.0449998974154457,0.0276355743980694,1,1,1,Yo_S2_Ex_C
Yo,S2,In,C,91.5023298362779,105.93838534179442,451.8295656375622,105.99482677924703,6.147487297968165,82.5155058515893,849.1639265009,903.2391466198463,58.269920774231764,1252.0368415985397,32668.289716505253,57241.55961674997,1266856.370484224,0.02566634350000004,0.00404,0.05322991665306122,0.03121805335576923,0.001042063,0.04521455354487181,0.00449,0.00692,0.000522,0.00219,0.01279913593393567,0.02165351285607676,0.02705940539165558,0.006088308250902389,0.02064616280270621,0.02814538399290534,0.02088979943657386,0.01803274968187175,0.04342002360800578,0.02666533396080829,1,1,1,Yo_S2_In_C
Yo,S3,Ex,C,101.22078712845594,136.59541528986662,460.46018055429414,235.69293388622842,5.716215259844926,18.15604873794089,1364.1874388558226,1078.0073047312503,48.3288581749534,1525.1198528138013,136659.73308783476,96205.1200959793,1936138.981306076,0.0231549379538835,0.00404,0.04254642119117646,0.01997620115827339,0.000752431,0.01782465916666666,0.00449,0.00692,0.000522,0.00219,0.01378534951747928,0.02244139399840924,0.03073711620169377,0.007601736104101025,0.02415142794488987,0.03791077532122853,0.02164989222856468,0.0186888863333787,0.0449998974154457,0.0276355743980694,1,1,1,Yo_S3_Ex_C
Yo,S3,In,C,109.74438446246084,82.14663623151417,612.967795745121,461.1475790189548,11.145084885525016,76.09183932103262,553.5680561914472,328.2478514876608,37.34780748836591,733.9105926410143,63786.11053842275,65663.89135958969,1900284.555726336,0.02665764061855675,0.00404,0.0491248756122449,0.04508520269087138,0.001042063,0.04597106988636363,0.00449,0.00692,0.000522,0.00219,0.01264989053954067,0.02165351285607676,0.02758810057058424,0.005411468516562017,0.02064616280270621,0.02803300714620184,0.02088979943657386,0.01803274968187175,0.04342002360800578,0.02666533396080829,1,1,1,Yo_S3_In_C
Yo,S4,Ex,C,261.48776108660894,192.1094965471864,710.8215726021318,87.19762169685242,17.276382433386033,62.90743523803937,2335.562564073894,930.4072825675584,84.40726843910369,1536.8619089821277,71387.3013168939,60428.18067079504,3071529.124664588,0.02273490855811807,0.00404,0.05059921066087615,0.01656891579032258,0.000752431,0.0255555435,0.00449,0.00692,0.000522,0.00219,0.01386368051982609,0.02244139399840924,0.02947898758113339,0.008071493992322697,0.02415142794488987,0.03475669243336034,0.02164989222856468,0.0186888863333787,0.0449998974154457,0.0276355743980694,1,1,1,Yo_S4_Ex_C
Yo,S4,In,C,296.1834403759393,174.1177260757311,982.9988634388683,201.52282124903806,15.656190672523218,446.3150581290692,3032.6531367351326,1100.106758599166,90.11190897684345,1675.4566703131802,22630.815644488725,33898.74127919023,2067605.2084318,0.02167285063043481,0.00404,0.05621690548300966,0.05790572696036584,0.001042063,0.04715717851361385,0.00449,0.00692,0.000522,0.00219,0.01348695148957878,0.02165351285607676,0.02670554051178298,0.004994209205745712,0.02064616280270621,0.02786135888799057,0.02088979943657386,0.01803274968187175,0.04342002360800578,0.02666533396080829,1,1,1,Yo_S4_In_C
Yo,S5,Ex,C,365.8956208015762,78.50954387544245,1078.2575111854374,758.2108077703248,17.070261923762377,17.380424685771654,4974.6499567456785,663.0942054646579,114.00382781684348,1076.629305067139,12975.20321053049,14457.64206437536,2533712.740968448,0.01846443477978971,0.00404,0.05764527325804456,0.02083483185368956,0.000752431,0.01975738025,0.00449,0.00692,0.000522,0.00219,0.01478581684285099,0.02244139399840924,0.0285667746350384,0.007499850635167871,0.02415142794488987,0.03698139710000743,0.02164989222856468,0.0186888863333787,0.0449998974154457,0.0276355743980694,1,1,1,Yo_S5_Ex_C
Yo,S5,In,C,181.61950899268365,183.46871204444804,735.4288668498433,254.29367609536962,37.76945433427918,35.01937506077693,1796.202053050859,1108.4193972100327,65.38160401833093,2017.7087337112553,58607.907779907495,82658.97004256632,800748.837947576,0.02338420144262297,0.00404,0.04734462961748633,0.03967982506666663,0.001042063,0.04342760977272728,0.00449,0.00692,0.000522,0.00219,0.01317339860362599,0.02165351285607676,0.02783472225811114,0.005637656541543958,0.02064616280270621,0.02842035419755382,0.02088979943657386,0.01803274968187175,0.04342002360800578,0.02666533396080829,1,1,1,Yo_S5_In_C
